"","DOI","ISSN","ISBN","PubMed.ID","EID","Source"
"1","10.1016/j.biombioe.2012.12.019","09619534",NA,NA,"2-s2.0-84878243631","Scopus"
"2","10.1007/s00027-014-0377-0","10151621",NA,NA,"2-s2.0-84922074906","Scopus"
"3","10.1016/j.geoderma.2013.08.013","00167061",NA,NA,"2-s2.0-84883803268","Scopus"
"4","10.1016/j.rse.2012.10.022","00344257",NA,NA,"2-s2.0-84869231658","Scopus"
"5","10.1016/j.ecolind.2013.08.017","1470160X",NA,NA,"2-s2.0-84885097282","Scopus"
"6","10.1016/j.algal.2013.11.007","22119264",NA,NA,"2-s2.0-84899105862","Scopus"
"7","10.1016/j.ecolind.2012.10.014","1470160X",NA,NA,"2-s2.0-84870178896","Scopus"
"8","10.1111/j.1757-1707.2012.01199.x","17571693",NA,NA,"2-s2.0-84876189521","Scopus"
"9","10.1016/j.aquaculture.2015.01.010","00448486",NA,NA,"2-s2.0-84961381512","Scopus"
"10","10.1016/j.biombioe.2013.03.007","09619534",NA,NA,"2-s2.0-84878245245","Scopus"
"11","10.1016/j.marpol.2012.10.010","0308597X",NA,NA,"2-s2.0-84871494473","Scopus"
"12","10.1016/j.biombioe.2012.09.054","09619534",NA,NA,"2-s2.0-84879365118","Scopus"
"13","10.1111/gcbb.12067","17571693",NA,NA,"2-s2.0-84898404774","Scopus"
"14","10.1016/j.biombioe.2013.01.012","09619534",NA,NA,"2-s2.0-84877339276","Scopus"
"15","10.1371/journal.pone.0091957","19326203",NA,"24651514","2-s2.0-84907491076","Scopus"
"16","10.1016/j.agee.2013.06.002","01678809",NA,NA,"2-s2.0-84880374275","Scopus"
"17","10.1016/j.algal.2015.04.017","22119264",NA,NA,"2-s2.0-84937635367","Scopus"
"18","10.1016/j.biombioe.2013.02.003","09619534",NA,NA,"2-s2.0-84887023479","Scopus"
"19","10.1038/NPLANTS.2015.53","20550278",NA,NA,"2-s2.0-85020458852","Scopus"
"20","10.1016/j.biombioe.2014.02.034","09619534",NA,NA,"2-s2.0-84901586533","Scopus"
"21","10.1016/j.ecolind.2012.09.005","1470160X",NA,NA,"2-s2.0-84867042562","Scopus"
"22","10.1016/j.ecoser.2014.07.012","22120416",NA,NA,"2-s2.0-85028233610","Scopus"
"23","10.1016/j.biombioe.2013.02.002","09619534",NA,NA,"2-s2.0-84879414200","Scopus"
"24","10.1016/j.aquaculture.2014.10.038","00448486",NA,NA,"2-s2.0-84911087658","Scopus"
"25","10.1002/ldr.2220","10853278",NA,NA,"2-s2.0-84893738603","Scopus"
"26","10.1016/j.ecolind.2013.09.003","1470160X",NA,NA,"2-s2.0-84886841405","Scopus"
"27","10.1016/j.geoderma.2013.02.011","00167061",NA,NA,"2-s2.0-84875484070","Scopus"
"28","10.1016/j.landusepol.2012.09.011","02648377",NA,NA,"2-s2.0-84871774273","Scopus"
"29","10.1002/jpln.201300646","14368730",NA,NA,"2-s2.0-84897429828","Scopus"
"30","10.1016/j.foodres.2013.06.014","09639969",NA,NA,"2-s2.0-84889079515","Scopus"
"31","10.1016/j.biombioe.2013.07.002","09619534",NA,NA,"2-s2.0-84887018286","Scopus"
"32","10.1016/j.ecolind.2012.07.017","1470160X",NA,NA,"2-s2.0-84864825171","Scopus"
"33","10.1016/j.foodpol.2014.09.005","03069192",NA,NA,"2-s2.0-84908011312","Scopus"
"34","10.1371/journal.pone.0097922","19326203",NA,"24887494","2-s2.0-84902310632","Scopus"
"35","10.1111/gcbb.12032","17571693",NA,NA,"2-s2.0-84874335506","Scopus"
"36","10.1016/j.ecolind.2014.06.007","1470160X",NA,NA,"2-s2.0-84903848586","Scopus"
"37","10.1016/j.foreco.2013.06.062","03781127",NA,NA,"2-s2.0-84880973995","Scopus"
"38","10.1016/j.indcrop.2014.01.006","09266690",NA,NA,"2-s2.0-84893342042","Scopus"
"39","10.1007/s12155-013-9402-8","19391234",NA,NA,"2-s2.0-84899914389","Scopus"
"40","10.1016/j.ecolind.2013.09.015","1470160X",NA,NA,"2-s2.0-84886818926","Scopus"
"41","10.1038/nplants.2015.124","2055026X",NA,NA,"2-s2.0-84949281521","Scopus"
"42","10.1007/s12155-014-9532-7","19391234",NA,NA,"2-s2.0-84923250089","Scopus"
"43","10.1016/j.biombioe.2014.01.016","09619534",NA,NA,"2-s2.0-84896730330","Scopus"
"44","10.1111/gcbb.12043","17571693",NA,NA,"2-s2.0-84901935650","Scopus"
"45","10.1016/j.ecolind.2014.04.033","1470160X",NA,NA,"2-s2.0-84909966729","Scopus"
"46","10.1016/j.biombioe.2013.11.012","09619534",NA,NA,"2-s2.0-84891373821","Scopus"
"47","10.1016/j.anifeedsci.2012.11.005","03778401",NA,NA,"2-s2.0-84872848914","Scopus"
"48","10.1111/gcbb.12162","17571693",NA,NA,"2-s2.0-84931563528","Scopus"
"49","10.1016/j.biombioe.2013.01.030","09619534",NA,NA,"2-s2.0-84887022894","Scopus"
"50","10.1016/j.biombioe.2013.01.032","09619534",NA,NA,"2-s2.0-84879418106","Scopus"
"51","10.1016/j.ecolind.2013.06.001","1470160X",NA,NA,"2-s2.0-84879596150","Scopus"
"52","10.1016/j.ecolind.2013.05.017","1470160X",NA,NA,"2-s2.0-84879390587","Scopus"
"53","10.1525/bio.2013.63.4.6","00063568",NA,NA,"2-s2.0-84876562981","Scopus"
"54","10.1016/j.fcr.2013.02.009","03784290",NA,NA,"2-s2.0-84875584580","Scopus"
"55","10.1016/j.biombioe.2012.12.036","09619534",NA,NA,"2-s2.0-84873036911","Scopus"
"56","10.1016/j.ocecoaman.2015.02.005","09645691",NA,NA,"2-s2.0-84923675813","Scopus"
"57","10.1016/j.compag.2015.02.004","01681699",NA,NA,"2-s2.0-84924034757","Scopus"
"58","10.1016/j.algal.2013.12.006","22119264",NA,NA,"2-s2.0-84900310083","Scopus"
"59","10.1080/10549811.2013.839386","10549811",NA,NA,"2-s2.0-84897078469","Scopus"
"60","10.1016/j.agee.2013.04.010","01678809",NA,NA,"2-s2.0-84878130698","Scopus"
"61","10.1016/j.ecohyd.2013.12.001","16423593",NA,NA,"2-s2.0-84901636471","Scopus"
"62","10.1016/j.biombioe.2012.05.025","09619534",NA,NA,"2-s2.0-84879365777","Scopus"
"63","10.1016/j.foreco.2012.09.007","03781127",NA,NA,"2-s2.0-84872681606","Scopus"
"64","10.3390/w5041760","20734441",NA,NA,"2-s2.0-84888777190","Scopus"
"65","10.1016/j.jfoodeng.2014.06.021","02608774",NA,NA,"2-s2.0-84915818423","Scopus"
"66","10.1016/j.ecolind.2014.11.029","1470160X",NA,NA,"2-s2.0-84920282225","Scopus"
"67","10.1016/j.ecolind.2014.09.004","1470160X",NA,NA,"2-s2.0-84907558400","Scopus"
"68","10.1016/j.ecolind.2014.11.007","1470160X",NA,NA,"2-s2.0-84913585654","Scopus"
"69","10.1007/s10811-013-0012-9","09218971",NA,NA,"2-s2.0-84887434802","Scopus"
"70","10.1007/s00374-012-0719-9","01782762",NA,NA,"2-s2.0-84875209033","Scopus"
"71","10.1016/j.ecolind.2012.08.006","1470160X",NA,NA,"2-s2.0-84865608480","Scopus"
"72","10.1016/j.foreco.2014.07.032","03781127",NA,NA,"2-s2.0-84906775920","Scopus"
"73","10.1016/j.biombioe.2015.03.030","09619534",NA,NA,"2-s2.0-84949198505","Scopus"
"74","10.1016/j.biosystemseng.2014.04.003","15375110",NA,NA,"2-s2.0-84899142249","Scopus"
"75","10.1007/s12155-014-9413-0","19391234",NA,NA,"2-s2.0-84899942829","Scopus"
"76","10.1016/j.ecolind.2014.07.039","1470160X",NA,NA,"2-s2.0-84910087119","Scopus"
"77","10.1016/j.biombioe.2013.06.003","09619534",NA,NA,"2-s2.0-84880150332","Scopus"
"78","10.1111/gcbb.12014","17571693",NA,NA,"2-s2.0-84876165174","Scopus"
"79","10.1007/s12155-012-9280-5","19391234",NA,NA,"2-s2.0-84876974963","Scopus"
"80","10.1111/j.1757-1707.2012.01186.x","17571693",NA,NA,"2-s2.0-84875949247","Scopus"
"81","10.1016/j.indcrop.2012.12.002","09266690",NA,NA,"2-s2.0-84872040458","Scopus"
"82","10.1016/j.algal.2012.11.003","22119264",NA,NA,"2-s2.0-84873077677","Scopus"
"83","10.1016/j.ecolind.2014.01.030","1470160X",NA,NA,"2-s2.0-84894462574","Scopus"
"84","10.1111/faf.12013","14672960",NA,NA,"2-s2.0-84899049952","Scopus"
"85","10.1007/s12155-014-9419-7","19391234",NA,NA,"2-s2.0-84899981815","Scopus"
"86","10.1016/j.biombioe.2013.08.005","09619534",NA,NA,"2-s2.0-84888851164","Scopus"
"87","10.1016/j.biombioe.2013.02.033","09619534",NA,NA,"2-s2.0-84879415154","Scopus"
"88","10.1002/ldr.1120","10853278",NA,NA,"2-s2.0-84878929416","Scopus"
"89","10.1016/j.indcrop.2012.07.033","09266690",NA,NA,"2-s2.0-84864755767","Scopus"
"90","10.1016/j.ocecoaman.2015.03.010","09645691",NA,NA,"2-s2.0-84949537051","Scopus"
"91","10.1016/j.eja.2015.01.005","11610301",NA,NA,"2-s2.0-84922356313","Scopus"
"92","10.1016/j.indcrop.2014.11.054","09266690",NA,NA,"2-s2.0-84949116845","Scopus"
"93","10.1016/j.ecolind.2014.04.022","1470160X",NA,NA,"2-s2.0-84910076046","Scopus"
"94","10.1016/j.jaridenv.2012.06.015","01401963",NA,NA,"2-s2.0-84888142331","Scopus"
"95","10.1007/s10806-012-9423-x","11877863",NA,NA,"2-s2.0-84878652792","Scopus"
"96","10.1007/s12665-012-1718-8","18666280",NA,NA,"2-s2.0-84871931362","Scopus"
"97","10.1111/faf.12087","14672960",NA,NA,"2-s2.0-84944513062","Scopus"
"98","10.1016/j.agee.2014.06.001","01678809",NA,NA,"2-s2.0-84904658732","Scopus"
"99","10.1016/j.foreco.2014.01.012","03781127",NA,NA,"2-s2.0-84893579046","Scopus"
"100","10.1680/grim.13.00018","17550750",NA,NA,"2-s2.0-84901798454","Scopus"
"101","10.1016/j.agrformet.2013.07.013","01681923",NA,NA,"2-s2.0-84881279933","Scopus"
"102","10.1016/j.biombioe.2013.02.029","09619534",NA,NA,"2-s2.0-84875778855","Scopus"
"103","10.1016/j.landusepol.2016.04.040","02648377",NA,NA,"2-s2.0-84973481012","Scopus"
"104","10.1016/j.ecolind.2015.06.022","1470160X",NA,NA,"2-s2.0-84936862371","Scopus"
"105","10.1016/j.biombioe.2015.01.018","09619534",NA,NA,"2-s2.0-84922243256","Scopus"
"106","10.15451/ec2015-7-4.6-1-12","22384782",NA,NA,"2-s2.0-84944390884","Scopus"
"107","10.1016/j.jaridenv.2013.12.005","01401963",NA,NA,"2-s2.0-84893187164","Scopus"
"108","10.1371/journal.pone.0089501","19326203",NA,"24594783","2-s2.0-84897062574","Scopus"
"109","10.1016/j.biosystemseng.2014.08.002","15375110",NA,NA,"2-s2.0-84906735097","Scopus"
"110","10.1007/s13593-013-0161-x","17740746",NA,NA,"2-s2.0-84899058263","Scopus"
"111","10.1093/icesjms/fsu018","10543139",NA,NA,"2-s2.0-84911095680","Scopus"
"112","10.1016/j.indcrop.2014.05.002","09266690",NA,NA,"2-s2.0-84901304355","Scopus"
"113","10.1016/j.foodpol.2014.04.002","03069192",NA,NA,"2-s2.0-84901436192","Scopus"
"114","10.1016/j.aquaculture.2013.08.019","00448486",NA,NA,"2-s2.0-84883620028","Scopus"
"115","10.1016/j.biombioe.2014.02.028","09619534",NA,NA,"2-s2.0-84909949967","Scopus"
"116","10.1016/j.agee.2014.04.016","01678809",NA,NA,"2-s2.0-84901329930","Scopus"
"117","10.1016/j.inpa.2014.04.001","22143173",NA,NA,"2-s2.0-85016798330","Scopus"
"118","10.1111/gcbb.12146","17571693",NA,NA,"2-s2.0-84898440711","Scopus"
"119","10.1016/j.jmarsys.2014.03.015","09247963",NA,NA,"2-s2.0-84901237297","Scopus"
"120","10.1016/j.biombioe.2014.01.049","09619534",NA,NA,"2-s2.0-84897416412","Scopus"
"121","10.1007/s12155-014-9445-5","19391234",NA,NA,"2-s2.0-84906785275","Scopus"
"122","10.1016/j.marpol.2014.01.023","0308597X",NA,NA,"2-s2.0-84895814127","Scopus"
"123","10.1016/j.marpol.2013.06.009","0308597X",NA,NA,"2-s2.0-84883446119","Scopus"
"124","10.1016/j.ecolind.2013.10.035","1470160X",NA,NA,"2-s2.0-84900560191","Scopus"
"125","","19994907",NA,NA,"2-s2.0-84907559296","Scopus"
"126","10.1111/gcbb.12036","17571693",NA,NA,"2-s2.0-84879072497","Scopus"
"127","10.1016/j.indcrop.2013.07.040","09266690",NA,NA,"2-s2.0-84883310199","Scopus"
"128","10.1016/j.biombioe.2013.04.031","09619534",NA,NA,"2-s2.0-84878528547","Scopus"
"129","10.1016/j.biombioe.2015.03.004","09619534",NA,NA,"2-s2.0-84925390150","Scopus"
"130","10.1016/j.indcrop.2014.12.008","09266690",NA,NA,"2-s2.0-84918828482","Scopus"
"131","10.1016/j.agsy.2014.10.004","0308521X",NA,NA,"2-s2.0-84921019804","Scopus"
"132","10.1016/j.marpol.2014.08.015","0308597X",NA,NA,"2-s2.0-84907478609","Scopus"
"133","10.1890/140246","15409295",NA,NA,"2-s2.0-84930586085","Scopus"
"134","10.1111/gcbb.12141","17571693",NA,NA,"2-s2.0-84923087872","Scopus"
"135","10.1016/j.algal.2015.02.001","22119264",NA,NA,"2-s2.0-84924756577","Scopus"
"136","10.1002/ldr.2164","10853278",NA,NA,"2-s2.0-84885458024","Scopus"
"137","10.2134/agronj14.0215","00021962",NA,NA,"2-s2.0-84907054256","Scopus"
"138","10.1016/j.indcrop.2014.06.043","09266690",NA,NA,"2-s2.0-84904297323","Scopus"
"139","10.1016/j.ecolind.2014.06.026","1470160X",NA,NA,"2-s2.0-84905582739","Scopus"
"140","10.1016/j.biombioe.2014.06.005","09619534",NA,NA,"2-s2.0-84903949888","Scopus"
"141","10.1111/gcbb.12012","17571693",NA,NA,"2-s2.0-84890346818","Scopus"
"142","10.1111/agec.12058","01695150",NA,NA,"2-s2.0-84888203359","Scopus"
"143","10.1016/j.eja.2013.08.004","11610301",NA,NA,"2-s2.0-84883771389","Scopus"
"144","10.1111/j.1753-5131.2012.01078.x","17535123",NA,NA,"2-s2.0-84874715691","Scopus"
"145","10.1016/j.landusepol.2012.06.018","02648377",NA,NA,"2-s2.0-84865484786","Scopus"
"146","10.1016/j.ecolind.2012.06.023","1470160X",NA,NA,"2-s2.0-84864772377","Scopus"
"147","10.1007/s12155-012-9242-y","19391234",NA,NA,"2-s2.0-84873744881","Scopus"
"148","10.1016/j.biombioe.2015.05.017","09619534",NA,NA,"2-s2.0-84954196731","Scopus"
"149","10.1016/j.ecoinf.2014.06.006","15749541",NA,NA,"2-s2.0-84938342367","Scopus"
"150","10.1111/gcbb.12246","17571693",NA,NA,"2-s2.0-84943665713","Scopus"
"151","10.1007/s12155-014-9453-5","19391234",NA,NA,"2-s2.0-84912134940","Scopus"
"152","10.1016/j.marpol.2014.03.005","0308597X",NA,NA,"2-s2.0-84898687981","Scopus"
"153","10.1007/s12155-014-9408-x","19391234",NA,NA,"2-s2.0-84906784246","Scopus"
"154","10.1007/s12665-013-2248-8","18666280",NA,NA,"2-s2.0-84888329932","Scopus"
"155","10.1016/j.foreco.2013.05.031","03781127",NA,NA,"2-s2.0-84879309018","Scopus"
"156","10.1007/s12665-012-2070-8","18666280",NA,NA,"2-s2.0-84880509582","Scopus"
"157","10.3354/meps10233","01718630",NA,NA,"2-s2.0-84877610436","Scopus"
"158","10.1016/j.biombioe.2012.12.017","09619534",NA,NA,"2-s2.0-84872404458","Scopus"
"159","10.1080/10549811.2011.652019","10549811",NA,NA,"2-s2.0-84871897903","Scopus"
"160","10.1016/j.ecolind.2012.08.009","1470160X",NA,NA,"2-s2.0-84865598476","Scopus"
"161","10.1016/j.biombioe.2015.04.024","09619534",NA,NA,"2-s2.0-84941320292","Scopus"
"162","10.1016/j.biombioe.2016.03.004","09619534",NA,NA,"2-s2.0-84962068347","Scopus"
"163","10.1016/j.jlp.2015.04.004","09504230",NA,NA,"2-s2.0-84927765207","Scopus"
"164","10.1080/03632415.2014.883570","03632415",NA,NA,"2-s2.0-84897828851","Scopus"
"165","10.1016/j.landusepol.2013.08.012","02648377",NA,NA,"2-s2.0-84884266566","Scopus"
"166","10.1007/s12155-014-9423-y","19391234",NA,NA,"2-s2.0-84899934439","Scopus"
"167","10.1016/j.biombioe.2013.10.015","09619534",NA,NA,"2-s2.0-84889560672","Scopus"
"168","10.1016/j.eja.2013.05.001","11610301",NA,NA,"2-s2.0-84879327030","Scopus"
"169","10.1016/j.biombioe.2013.05.036","09619534",NA,NA,"2-s2.0-84880344043","Scopus"
"170","10.1007/s11738-013-1249-2","01375881",NA,NA,"2-s2.0-84879240172","Scopus"
"171","10.2527/jas.2012-5906","00218812",NA,NA,"2-s2.0-84882584049","Scopus"
"172","10.1016/j.aquaeng.2012.12.002","01448609",NA,NA,"2-s2.0-84876730227","Scopus"
"173","10.1016/j.seares.2012.10.012","13851101",NA,NA,"2-s2.0-84870782111","Scopus"
"174","10.1016/j.ecolind.2012.06.019","1470160X",NA,NA,"2-s2.0-84864238286","Scopus"
"175","10.1007/s11738-012-1058-z","01375881",NA,NA,"2-s2.0-84871933611","Scopus"
"176","10.1111/gcbb.12273","17571693",NA,NA,"2-s2.0-84930267745","Scopus"
"177","10.1007/s12665-015-4406-7","18666280",NA,NA,"2-s2.0-84937759966","Scopus"
"178","10.1007/s12665-015-4285-y","18666280",NA,NA,"2-s2.0-84939960179","Scopus"
"179","10.1016/j.marpol.2015.01.012","0308597X",NA,NA,"2-s2.0-84924540559","Scopus"
"180","10.1016/j.agee.2014.11.011","01678809",NA,NA,"2-s2.0-84919481962","Scopus"
"181","10.1017/S1742170513000471","17421705",NA,NA,"2-s2.0-84929240054","Scopus"
"182","10.1111/1541-4337.12146","15414337",NA,NA,"2-s2.0-84941880919","Scopus"
"183","10.1016/j.ecolind.2014.09.028","1470160X",NA,NA,"2-s2.0-84908280407","Scopus"
"184","10.1016/j.agee.2014.07.016","01678809",NA,NA,"2-s2.0-84908009174","Scopus"
"185","10.1016/j.foodres.2014.09.013","09639969",NA,NA,"2-s2.0-84912018696","Scopus"
"186","10.1016/j.ecolind.2014.01.004","1470160X",NA,NA,"2-s2.0-84893495228","Scopus"
"187","10.1016/j.ecolind.2014.01.012","1470160X",NA,NA,"2-s2.0-84894028945","Scopus"
"188","10.1016/j.ecoser.2013.11.003","22120416",NA,NA,"2-s2.0-84894831541","Scopus"
"189","10.1016/j.ecolind.2014.07.014","1470160X",NA,NA,"2-s2.0-84905822304","Scopus"
"190","10.1104/pp.114.240432","00320889",NA,NA,"2-s2.0-84903643320","Scopus"
"191","10.1007/s12155-014-9414-z","19391234",NA,NA,"2-s2.0-84899955379","Scopus"
"192","10.1016/j.biombioe.2014.01.040","09619534",NA,NA,"2-s2.0-84901622040","Scopus"
"193","10.1016/j.biombioe.2014.04.015","09619534",NA,NA,"2-s2.0-84899948777","Scopus"
"194","10.1007/s10811-013-0179-0","09218971",NA,NA,"2-s2.0-84900868327","Scopus"
"195","10.1016/j.biombioe.2013.07.010","09619534",NA,NA,"2-s2.0-84889597692","Scopus"
"196","10.1016/j.agwat.2013.07.004","03783774",NA,NA,"2-s2.0-84882748231","Scopus"
"197","10.1111/agec.12054","01695150",NA,NA,"2-s2.0-84888200384","Scopus"
"198","10.1016/j.aquaculture.2013.05.005","00448486",NA,NA,"2-s2.0-84880825041","Scopus"
"199","","16821130",NA,NA,"2-s2.0-84879709286","Scopus"
"200","10.1007/s13593-012-0124-7","17740746",NA,NA,"2-s2.0-84878865778","Scopus"
"201","10.1111/j.1757-1707.2012.01188.x","17571693",NA,NA,"2-s2.0-84876169274","Scopus"
"202","10.1016/j.landusepol.2012.06.009","02648377",NA,NA,"2-s2.0-84864245111","Scopus"
"203","10.1111/gcbb.12330","17571693",NA,NA,"2-s2.0-84977091077","Scopus"
"204","10.1016/j.landusepol.2015.11.015","02648377",NA,NA,"2-s2.0-84964483213","Scopus"
"205","10.1016/j.algal.2016.03.031","22119264",NA,NA,"2-s2.0-84966710598","Scopus"
"206","10.1016/j.forpol.2015.10.009","13899341",NA,NA,"2-s2.0-84955253048","Scopus"
"207","10.1111/gcbb.12226","17571693",NA,NA,"2-s2.0-84954285345","Scopus"
"208","10.1016/j.fbp.2016.01.002","09603085",NA,NA,"2-s2.0-84958279975","Scopus"
"209","10.1016/j.biombioe.2015.04.015","09619534",NA,NA,"2-s2.0-84928987872","Scopus"
"210","10.1007/s12571-015-0440-2","18764517",NA,NA,"2-s2.0-84939960010","Scopus"
"211","10.1016/j.ufug.2014.11.005","16188667",NA,NA,"2-s2.0-84940166904","Scopus"
"212","10.1016/j.jfoodeng.2014.11.005","02608774",NA,NA,"2-s2.0-84949116894","Scopus"
"213","10.1016/j.biombioe.2013.11.010","09619534",NA,NA,"2-s2.0-84907566989","Scopus"
"214","10.5194/se-5-1123-2014","18699510",NA,NA,"2-s2.0-84914150885","Scopus"
"215","10.1016/j.agrformet.2014.06.009","01681923",NA,NA,"2-s2.0-84903768443","Scopus"
"216","10.1016/j.ecolind.2013.12.014","1470160X",NA,NA,"2-s2.0-84891856570","Scopus"
"217","10.1016/j.biombioe.2014.01.020","09619534",NA,NA,"2-s2.0-84896712538","Scopus"
"218","10.1016/j.algal.2014.05.008","22119264",NA,NA,"2-s2.0-84902302458","Scopus"
"219","10.1016/j.agsy.2014.05.003","0308521X",NA,NA,"2-s2.0-84903906422","Scopus"
"220","10.1080/14735903.2013.806408","14735903",NA,NA,"2-s2.0-84896731133","Scopus"
"221","10.1007/s12155-014-9481-1","19391234",NA,NA,"2-s2.0-84912105820","Scopus"
"222","10.1016/j.ocecoaman.2014.04.002","09645691",NA,NA,"2-s2.0-84939414984","Scopus"
"223","10.1111/gcbb.12097","17571693",NA,NA,"2-s2.0-84908021037","Scopus"
"224","10.1016/j.aquaculture.2013.03.028","00448486",NA,NA,"2-s2.0-84886390782","Scopus"
"225","10.1007/s00271-012-0394-5","03427188",NA,NA,"2-s2.0-84881592877","Scopus"
"226","10.5424/sjar/2013111-411-11","1695971X",NA,NA,"2-s2.0-84874974198","Scopus"
"227","10.1016/j.marpol.2014.10.021","0308597X",NA,NA,"2-s2.0-84918791230","Scopus"
"228","10.1016/j.eja.2014.11.001","11610301",NA,NA,"2-s2.0-84949115385","Scopus"
"229","10.1016/j.marpol.2014.08.006","0308597X",NA,NA,"2-s2.0-84907462426","Scopus"
"230","10.7717/peerj.762","21678359",NA,NA,"2-s2.0-84926443871","Scopus"
"231","10.1016/j.biombioe.2014.01.018","09619534",NA,NA,"2-s2.0-84896733289","Scopus"
"232","10.1007/s10499-013-9718-6","09676120",NA,NA,"2-s2.0-84892442953","Scopus"
"233","10.1016/j.biombioe.2014.03.039","09619534",NA,NA,"2-s2.0-84901623870","Scopus"
"234","10.1111/gcbb.12062","17571693",NA,NA,"2-s2.0-84901944992","Scopus"
"235","10.1016/j.landusepol.2013.09.008","02648377",NA,NA,"2-s2.0-84886463226","Scopus"
"236","10.1016/j.biombioe.2014.02.023","09619534",NA,NA,"2-s2.0-84897051746","Scopus"
"237","10.1016/j.ifset.2013.10.011","14668564",NA,NA,"2-s2.0-84897039840","Scopus"
"238","10.1016/j.indcrop.2014.03.013","09266690",NA,NA,"2-s2.0-84898007772","Scopus"
"239","10.1016/j.landusepol.2013.07.004","02648377",NA,NA,"2-s2.0-84883727168","Scopus"
"240","10.1093/icesjms/fst075","10543139",NA,NA,"2-s2.0-84890452864","Scopus"
"241","10.1016/j.biombioe.2013.04.009","09619534",NA,NA,"2-s2.0-84887016051","Scopus"
"242","10.1016/j.biombioe.2013.05.023","09619534",NA,NA,"2-s2.0-84879513467","Scopus"
"243","10.3965/j.ijabe.20130602.00?","19346344",NA,NA,"2-s2.0-84879188596","Scopus"
"244","10.1016/j.biombioe.2013.02.042","09619534",NA,NA,"2-s2.0-84878259359","Scopus"
"245","10.1186/2048-7010-2-5","20487010",NA,NA,"2-s2.0-85005989487","Scopus"
"246","10.1007/s12155-016-9734-2","19391234",NA,NA,"2-s2.0-84964228102","Scopus"
"247","10.1016/j.biombioe.2015.09.018","09619534",NA,NA,"2-s2.0-84944315110","Scopus"
"248","10.1016/j.biombioe.2015.04.012","09619534",NA,NA,"2-s2.0-84930200879","Scopus"
"249","10.1016/j.indcrop.2014.10.028","09266690",NA,NA,"2-s2.0-84939934668","Scopus"
"250","10.1016/j.ocecoaman.2014.06.020","09645691",NA,NA,"2-s2.0-84925291021","Scopus"
"251","10.1016/j.biombioe.2015.02.012","09619534",NA,NA,"2-s2.0-84923859057","Scopus"
"252","10.1016/j.foreco.2014.10.009","03781127",NA,NA,"2-s2.0-84908691682","Scopus"
"253","10.1016/j.agwat.2014.05.018","03783774",NA,NA,"2-s2.0-84908387084","Scopus"
"254","10.3390/w7094887","20734441",NA,NA,"2-s2.0-84945156429","Scopus"
"255","10.1016/j.scienta.2014.11.012","03044238",NA,NA,"2-s2.0-84937204356","Scopus"
"256","10.1016/j.algal.2015.03.020","22119264",NA,NA,"2-s2.0-84937542335","Scopus"
"257","10.1016/j.biombioe.2014.09.009","09619534",NA,NA,"2-s2.0-84910053402","Scopus"
"258","10.1016/j.biombioe.2015.04.022","09619534",NA,NA,"2-s2.0-84954196779","Scopus"
"259","10.1016/j.biombioe.2015.03.029","09619534",NA,NA,"2-s2.0-84959208444","Scopus"
"260","10.1007/s12665-013-2845-6","18666280",NA,NA,"2-s2.0-84899488578","Scopus"
"261","10.1016/j.eja.2013.09.012","11610301",NA,NA,"2-s2.0-84888355062","Scopus"
"262","10.3390/f5050901","19994907",NA,NA,"2-s2.0-84902523807","Scopus"
"263","10.1016/j.biombioe.2014.03.025","09619534",NA,NA,"2-s2.0-84899842458","Scopus"
"264","10.1016/j.indcrop.2013.10.040","09266690",NA,NA,"2-s2.0-84887733252","Scopus"
"265","10.1007/s12665-013-2469-x","18666280",NA,NA,"2-s2.0-84888321934","Scopus"
"266","10.1016/j.aquaculture.2013.06.033","00448486",NA,NA,"2-s2.0-84884176112","Scopus"
"267","10.1007/s11738-013-1318-6","01375881",NA,NA,"2-s2.0-84882817157","Scopus"
"268","10.1016/j.foodres.2013.02.052","09639969",NA,NA,"2-s2.0-84875774290","Scopus"
"269","10.1111/gcbb.12028","17571693",NA,NA,"2-s2.0-84874336906","Scopus"
"270","10.1016/j.biombioe.2013.01.001","09619534",NA,NA,"2-s2.0-84875551517","Scopus"
"271","10.1016/j.ecolind.2013.01.025","1470160X",NA,NA,"2-s2.0-84874086270","Scopus"
"272","10.1016/S1002-0160(13)60033-8","10020160",NA,NA,"2-s2.0-84879774182","Scopus"
"273","10.1016/j.foreco.2016.06.028","03781127",NA,NA,"2-s2.0-85003545130","Scopus"
"274","10.1016/j.algal.2016.04.022","22119264",NA,NA,"2-s2.0-84973165818","Scopus"
"275","10.1111/gcbb.12290","17571693",NA,NA,"2-s2.0-84946430704","Scopus"
"276","10.1016/j.biombioe.2016.02.009","09619534",NA,NA,"2-s2.0-84959172303","Scopus"
"277","10.1016/j.agee.2015.09.016","01678809",NA,NA,"2-s2.0-84943619333","Scopus"
"278","10.1007/s10811-014-0439-7","09218971",NA,NA,"2-s2.0-84942503184","Scopus"
"279","10.2527/jas2015-8975","00218812",NA,NA,"2-s2.0-84962202096","Scopus"
"280","10.1016/j.ecolind.2015.03.017","1470160X",NA,NA,"2-s2.0-84934988696","Scopus"
"281","10.1016/j.biombioe.2014.12.003","09619534",NA,NA,"2-s2.0-84922655257","Scopus"
"282","10.1016/j.biombioe.2015.01.004","09619534",NA,NA,"2-s2.0-84921850705","Scopus"
